id,video_name,label,person,video_path
106,68.MOV,Ăn,person_01,person_01\Ăn\68.MOV
107,69.MOV,Ăn,person_01,person_01\Ăn\69.MOV
108,70.MOV,Ăn,person_01,person_01\Ăn\70.MOV
592,7912585060438.mp4,Ăn,person_01,person_01\Ăn\7912585060438.mp4
593,7912585153724.mp4,Ăn,person_01,person_01\Ăn\7912585153724.mp4
109,eat_001.MOV,Ăn,person_01,person_01\Ăn\eat_001.MOV
110,eat_002.MOV,Ăn,person_01,person_01\Ăn\eat_002.MOV
111,eat_003.MOV,Ăn,person_01,person_01\Ăn\eat_003.MOV
112,eat_004.MOV,Ăn,person_01,person_01\Ăn\eat_004.MOV
113,eat_005.MOV,Ăn,person_01,person_01\Ăn\eat_005.MOV
948,IMG_8016.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8016.MOV
949,IMG_8017.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8017.MOV
950,IMG_8018.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8018.MOV
951,IMG_8019.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8019.MOV
952,IMG_8020.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8020.MOV
953,IMG_8021.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8021.MOV
954,IMG_8022.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8022.MOV
955,IMG_8023.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8023.MOV
956,IMG_8024.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8024.MOV
957,IMG_8025.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8025.MOV
958,friend_001.mp4,Bạn bè,person_02,person_02\Bạn bè\friend_001.mp4
959,friend_002.mp4,Bạn bè,person_02,person_02\Bạn bè\friend_002.mp4
960,friend_003.MOV,Bạn bè,person_02,person_02\Bạn bè\friend_003.MOV
961,friend_004.MOV,Bạn bè,person_02,person_02\Bạn bè\friend_004.MOV
962,friend_005.MOV,Bạn bè,person_02,person_02\Bạn bè\friend_005.MOV
745,IMG_8026.MOV,Bố,person_02,person_02\Bố\IMG_8026.MOV
746,IMG_8027.MOV,Bố,person_02,person_02\Bố\IMG_8027.MOV
747,IMG_8028.MOV,Bố,person_02,person_02\Bố\IMG_8028.MOV
748,IMG_8029.MOV,Bố,person_02,person_02\Bố\IMG_8029.MOV
749,IMG_8030.MOV,Bố,person_02,person_02\Bố\IMG_8030.MOV
750,IMG_8031.MOV,Bố,person_02,person_02\Bố\IMG_8031.MOV
751,IMG_8032.MOV,Bố,person_02,person_02\Bố\IMG_8032.MOV
752,IMG_8033.MOV,Bố,person_02,person_02\Bố\IMG_8033.MOV
753,IMG_8034.MOV,Bố,person_02,person_02\Bố\IMG_8034.MOV
754,IMG_8035.MOV,Bố,person_02,person_02\Bố\IMG_8035.MOV
755,dad_001.mp4,Bố,person_02,person_02\Bố\dad_001.mp4
756,dad_002.mp4,Bố,person_02,person_02\Bố\dad_002.mp4
757,dad_003.mp4,Bố,person_02,person_02\Bố\dad_003.mp4
758,dad_004.MOV,Bố,person_02,person_02\Bố\dad_004.MOV
759,dad_005.mov,Bố,person_02,person_02\Bố\dad_005.mov
114,IMG_7941.MOV,Có,person_02,person_02\Có\IMG_7941.MOV
115,IMG_7942.MOV,Có,person_02,person_02\Có\IMG_7942.MOV
116,IMG_7943.MOV,Có,person_02,person_02\Có\IMG_7943.MOV
117,IMG_7944.MOV,Có,person_02,person_02\Có\IMG_7944.MOV
118,IMG_7945.MOV,Có,person_02,person_02\Có\IMG_7945.MOV
119,IMG_7946.MOV,Có,person_02,person_02\Có\IMG_7946.MOV
120,IMG_7947.MOV,Có,person_02,person_02\Có\IMG_7947.MOV
121,IMG_7948.MOV,Có,person_02,person_02\Có\IMG_7948.MOV
122,IMG_7949.MOV,Có,person_02,person_02\Có\IMG_7949.MOV
123,a.mov,Có,person_02,person_02\Có\a.mov
124,yes_001.mp4,Có,person_02,person_02\Có\yes_001.mp4
125,yes_002.mp4,Có,person_02,person_02\Có\yes_002.mp4
126,yes_003.mp4,Có,person_02,person_02\Có\yes_003.mp4
127,yes_004.mp4,Có,person_02,person_02\Có\yes_004.mp4
128,yes_005.mp4,Có,person_02,person_02\Có\yes_005.mp4
129,IMG_7921.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7921.MOV
130,IMG_7922.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7922.MOV
131,IMG_7923.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7923.MOV
132,IMG_7924.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7924.MOV
133,IMG_7925.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7925.MOV
134,IMG_7926.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7926.MOV
135,IMG_7927.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7927.MOV
136,IMG_7928.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7928.MOV
137,IMG_7929.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7929.MOV
138,IMG_7930.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7930.MOV
139,thanks_001.mp4,Cảm ơn,person_02,person_02\Cảm ơn\thanks_001.mp4
140,thanks_002.mp4,Cảm ơn,person_02,person_02\Cảm ơn\thanks_002.mp4
141,thanks_003.mp4,Cảm ơn,person_02,person_02\Cảm ơn\thanks_003.mp4
142,thanks_004.MOV,Cảm ơn,person_02,person_02\Cảm ơn\thanks_004.MOV
143,thanks_005.MOV,Cảm ơn,person_02,person_02\Cảm ơn\thanks_005.MOV
760,IMG_8036.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8036.MOV
761,IMG_8037.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8037.MOV
762,IMG_8038.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8038.MOV
763,IMG_8039.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8039.MOV
764,IMG_8040.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8040.MOV
765,IMG_8041.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8041.MOV
766,IMG_8042.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8042.MOV
767,IMG_8043.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8043.MOV
768,IMG_8044.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8044.MOV
769,IMG_8045.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8045.MOV
770,understand_001.MOV,Hiểu,person_02,person_02\Hiểu\understand_001.MOV
771,understand_002.MOV,Hiểu,person_02,person_02\Hiểu\understand_002.MOV
772,understand_003.MOV,Hiểu,person_02,person_02\Hiểu\understand_003.MOV
773,understand_004.MOV,Hiểu,person_02,person_02\Hiểu\understand_004.MOV
774,understand_005.MOV,Hiểu,person_02,person_02\Hiểu\understand_005.MOV
144,IMG_7991.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7991.MOV
145,IMG_7992.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7992.MOV
146,IMG_7993.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7993.MOV
147,IMG_7994.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7994.MOV
148,IMG_7995.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7995.MOV
149,IMG_7996.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7996.MOV
150,IMG_7997.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7997.MOV
151,IMG_7998.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7998.MOV
152,IMG_7999.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7999.MOV
153,IMG_8001.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_8001.MOV
154,happy_001.mp4,Hạnh phúc,person_02,person_02\Hạnh phúc\happy_001.mp4
155,happy_002.mp4,Hạnh phúc,person_02,person_02\Hạnh phúc\happy_002.mp4
156,happy_003.mp4,Hạnh phúc,person_02,person_02\Hạnh phúc\happy_003.mp4
157,happy_004.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\happy_004.MOV
775,IMG_8046.MOV,Học,person_02,person_02\Học\IMG_8046.MOV
776,IMG_8047.MOV,Học,person_02,person_02\Học\IMG_8047.MOV
777,IMG_8048.MOV,Học,person_02,person_02\Học\IMG_8048.MOV
778,IMG_8049.MOV,Học,person_02,person_02\Học\IMG_8049.MOV
779,IMG_8050.MOV,Học,person_02,person_02\Học\IMG_8050.MOV
780,IMG_8051.MOV,Học,person_02,person_02\Học\IMG_8051.MOV
781,IMG_8052.MOV,Học,person_02,person_02\Học\IMG_8052.MOV
782,IMG_8053.MOV,Học,person_02,person_02\Học\IMG_8053.MOV
783,IMG_8054.MOV,Học,person_02,person_02\Học\IMG_8054.MOV
784,IMG_8055.MOV,Học,person_02,person_02\Học\IMG_8055.MOV
785,learn_001.MOV,Học,person_02,person_02\Học\learn_001.MOV
786,learn_002.MOV,Học,person_02,person_02\Học\learn_002.MOV
787,learn_003.MOV,Học,person_02,person_02\Học\learn_003.MOV
788,learn_004.MOV,Học,person_02,person_02\Học\learn_004.MOV
789,learn_005.MOV,Học,person_02,person_02\Học\learn_005.MOV
158,IMG_7950.MOV,Không,person_02,person_02\Không\IMG_7950.MOV
159,IMG_7953.MOV,Không,person_02,person_02\Không\IMG_7953.MOV
160,IMG_7958.MOV,Không,person_02,person_02\Không\IMG_7958.MOV
161,IMG_7959.MOV,Không,person_02,person_02\Không\IMG_7959.MOV
162,no_001.mp4,Không,person_02,person_02\Không\no_001.mp4
163,no_002.mp4,Không,person_02,person_02\Không\no_002.mp4
164,no_003.mp4,Không,person_02,person_02\Không\no_003.mp4
165,no_004.mp4,Không,person_02,person_02\Không\no_004.mp4
166,no_005.mp4,Không,person_02,person_02\Không\no_005.mp4
790,IMG_8056.MOV,Thích,person_02,person_02\Thích\IMG_8056.MOV
791,IMG_8057.MOV,Thích,person_02,person_02\Thích\IMG_8057.MOV
792,IMG_8058.MOV,Thích,person_02,person_02\Thích\IMG_8058.MOV
793,IMG_8059.MOV,Thích,person_02,person_02\Thích\IMG_8059.MOV
794,IMG_8060.MOV,Thích,person_02,person_02\Thích\IMG_8060.MOV
795,IMG_8061.MOV,Thích,person_02,person_02\Thích\IMG_8061.MOV
796,IMG_8062.MOV,Thích,person_02,person_02\Thích\IMG_8062.MOV
797,IMG_8063.MOV,Thích,person_02,person_02\Thích\IMG_8063.MOV
798,IMG_8064.MOV,Thích,person_02,person_02\Thích\IMG_8064.MOV
799,IMG_8065.MOV,Thích,person_02,person_02\Thích\IMG_8065.MOV
800,like_001.MOV,Thích,person_02,person_02\Thích\like_001.MOV
801,like_002.MOV,Thích,person_02,person_02\Thích\like_002.MOV
802,like_003.MOV,Thích,person_02,person_02\Thích\like_003.MOV
803,like_004.MOV,Thích,person_02,person_02\Thích\like_004.MOV
804,like_005.mov,Thích,person_02,person_02\Thích\like_005.mov
167,IMG_7981.MOV,Tôi,person_02,person_02\Tôi\IMG_7981.MOV
168,IMG_7982.MOV,Tôi,person_02,person_02\Tôi\IMG_7982.MOV
169,IMG_7983.MOV,Tôi,person_02,person_02\Tôi\IMG_7983.MOV
170,IMG_7984.MOV,Tôi,person_02,person_02\Tôi\IMG_7984.MOV
171,IMG_7985.MOV,Tôi,person_02,person_02\Tôi\IMG_7985.MOV
172,IMG_7986.MOV,Tôi,person_02,person_02\Tôi\IMG_7986.MOV
173,IMG_7987.MOV,Tôi,person_02,person_02\Tôi\IMG_7987.MOV
174,IMG_7988.MOV,Tôi,person_02,person_02\Tôi\IMG_7988.MOV
175,IMG_7989.MOV,Tôi,person_02,person_02\Tôi\IMG_7989.MOV
176,IMG_7990.MOV,Tôi,person_02,person_02\Tôi\IMG_7990.MOV
177,me_001.MOV,Tôi,person_02,person_02\Tôi\me_001.MOV
178,me_002.MOV,Tôi,person_02,person_02\Tôi\me_002.MOV
179,me_003.MOV,Tôi,person_02,person_02\Tôi\me_003.MOV
180,me_004.MOV,Tôi,person_02,person_02\Tôi\me_004.MOV
181,me_005.MOV,Tôi,person_02,person_02\Tôi\me_005.MOV
182,IMG_7910.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7910.MOV
183,IMG_7911.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7911.MOV
184,IMG_7912.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7912.MOV
185,IMG_7914.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7914.MOV
186,IMG_7915.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7915.MOV
187,IMG_7916.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7916.MOV
188,IMG_7917.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7917.MOV
189,IMG_7918.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7918.MOV
190,IMG_7919.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7919.MOV
191,IMG_7920.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7920.MOV
192,goodbye_001.MOV,Tạm biệt,person_02,person_02\Tạm biệt\goodbye_001.MOV
193,goodbye_002.MOV,Tạm biệt,person_02,person_02\Tạm biệt\goodbye_002.MOV
194,goodbye_003.MOV,Tạm biệt,person_02,person_02\Tạm biệt\goodbye_003.MOV
195,goodbye_004.MOV,Tạm biệt,person_02,person_02\Tạm biệt\goodbye_004.MOV
196,goodbye_005.MOV,Tạm biệt,person_02,person_02\Tạm biệt\goodbye_005.MOV
197,IMG_7971.MOV,Uống,person_02,person_02\Uống\IMG_7971.MOV
198,IMG_7972.MOV,Uống,person_02,person_02\Uống\IMG_7972.MOV
199,IMG_7973.MOV,Uống,person_02,person_02\Uống\IMG_7973.MOV
200,IMG_7974.MOV,Uống,person_02,person_02\Uống\IMG_7974.MOV
201,IMG_7975.MOV,Uống,person_02,person_02\Uống\IMG_7975.MOV
202,IMG_7976.MOV,Uống,person_02,person_02\Uống\IMG_7976.MOV
203,IMG_7977.MOV,Uống,person_02,person_02\Uống\IMG_7977.MOV
204,IMG_7978.MOV,Uống,person_02,person_02\Uống\IMG_7978.MOV
205,IMG_7979.MOV,Uống,person_02,person_02\Uống\IMG_7979.MOV
206,IMG_7980.MOV,Uống,person_02,person_02\Uống\IMG_7980.MOV
207,drink_001.MOV,Uống,person_02,person_02\Uống\drink_001.MOV
208,drink_002.MOV,Uống,person_02,person_02\Uống\drink_002.MOV
209,drink_003.mp4,Uống,person_02,person_02\Uống\drink_003.mp4
