id,video_name,label,person,video_path
57,1.MOV,Hiểu,person_01,person_01\Hiểu\1.MOV
58,10.MOV,Hiểu,person_01,person_01\Hiểu\10.MOV
59,2.MOV,Hiểu,person_01,person_01\Hiểu\2.MOV
60,3.MOV,Hiểu,person_01,person_01\Hiểu\3.MOV
61,4.MOV,Hiểu,person_01,person_01\Hiểu\4.MOV
62,5.MOV,Hiểu,person_01,person_01\Hiểu\5.MOV
63,6.MOV,Hiểu,person_01,person_01\Hiểu\6.MOV
64,7.MOV,Hiểu,person_01,person_01\Hiểu\7.MOV
65,8.MOV,Hiểu,person_01,person_01\Hiểu\8.MOV
66,9.MOV,Hiểu,person_01,person_01\Hiểu\9.MOV
67,understand_001.MOV,Hiểu,person_01,person_01\Hiểu\understand_001.MOV
68,71.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\71.MOV
69,72.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\72.MOV
70,73.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\73.MOV
71,74.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\74.MOV
72,75.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\75.MOV
73,76.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\76.MOV
74,77.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\77.MOV
75,78.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\78.MOV
76,79.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\79.MOV
77,7912585665651.mp4,Hạnh phúc,person_01,person_01\Hạnh phúc\7912585665651.mp4
78,7912585726327.mp4,Hạnh phúc,person_01,person_01\Hạnh phúc\7912585726327.mp4
79,80.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\80.MOV
80,happy_001.MOV,Hạnh phúc,person_01,person_01\Hạnh phúc\happy_001.MOV
81,1.MOV,Học,person_01,person_01\Học\1.MOV
82,10.MOV,Học,person_01,person_01\Học\10.MOV
83,2.MOV,Học,person_01,person_01\Học\2.MOV
84,3.MOV,Học,person_01,person_01\Học\3.MOV
85,4.MOV,Học,person_01,person_01\Học\4.MOV
86,5.MOV,Học,person_01,person_01\Học\5.MOV
87,6.MOV,Học,person_01,person_01\Học\6.MOV
88,7.MOV,Học,person_01,person_01\Học\7.MOV
89,8.MOV,Học,person_01,person_01\Học\8.MOV
90,9.MOV,Học,person_01,person_01\Học\9.MOV
91,learn_001.MOV,Học,person_01,person_01\Học\learn_001.MOV
92,41.MOV,Không,person_01,person_01\Không\41.MOV
93,42.MOV,Không,person_01,person_01\Không\42.MOV
94,43.MOV,Không,person_01,person_01\Không\43.MOV
95,44.MOV,Không,person_01,person_01\Không\44.MOV
96,45.MOV,Không,person_01,person_01\Không\45.MOV
97,46.MOV,Không,person_01,person_01\Không\46.MOV
98,47.MOV,Không,person_01,person_01\Không\47.MOV
99,48.MOV,Không,person_01,person_01\Không\48.MOV
100,49.MOV,Không,person_01,person_01\Không\49.MOV
101,50.MOV,Không,person_01,person_01\Không\50.MOV
102,7912585767155.mp4,Không,person_01,person_01\Không\7912585767155.mp4
103,7912585850011.mp4,Không,person_01,person_01\Không\7912585850011.mp4
104,1.MOV,Thích,person_01,person_01\Thích\1.MOV
105,10.MOV,Thích,person_01,person_01\Thích\10.MOV
106,2.MOV,Thích,person_01,person_01\Thích\2.MOV
107,3.MOV,Thích,person_01,person_01\Thích\3.MOV
108,4.MOV,Thích,person_01,person_01\Thích\4.MOV
109,5.MOV,Thích,person_01,person_01\Thích\5.MOV
110,6.MOV,Thích,person_01,person_01\Thích\6.MOV
111,7.MOV,Thích,person_01,person_01\Thích\7.MOV
112,8.MOV,Thích,person_01,person_01\Thích\8.MOV
113,9.MOV,Thích,person_01,person_01\Thích\9.MOV
114,like_001.MOV,Thích,person_01,person_01\Thích\like_001.MOV
115,7912585442972.mp4,Tôi,person_01,person_01\Tôi\7912585442972.mp4
116,7912585609868.mp4,Tôi,person_01,person_01\Tôi\7912585609868.mp4
117,81.MOV,Tôi,person_01,person_01\Tôi\81.MOV
118,82.MOV,Tôi,person_01,person_01\Tôi\82.MOV
119,83.MOV,Tôi,person_01,person_01\Tôi\83.MOV
120,84.MOV,Tôi,person_01,person_01\Tôi\84.MOV
121,85.MOV,Tôi,person_01,person_01\Tôi\85.MOV
122,86.MOV,Tôi,person_01,person_01\Tôi\86.MOV
123,87.MOV,Tôi,person_01,person_01\Tôi\87.MOV
124,88.MOV,Tôi,person_01,person_01\Tôi\88.MOV
125,89.MOV,Tôi,person_01,person_01\Tôi\89.MOV
126,90.MOV,Tôi,person_01,person_01\Tôi\90.MOV
127,me_001.MOV,Tôi,person_01,person_01\Tôi\me_001.MOV
128,01.MOV,Tạm biệt,person_01,person_01\Tạm biệt\01.MOV
129,02.MOV,Tạm biệt,person_01,person_01\Tạm biệt\02.MOV
130,03.MOV,Tạm biệt,person_01,person_01\Tạm biệt\03.MOV
131,04.MOV,Tạm biệt,person_01,person_01\Tạm biệt\04.MOV
132,05.MOV,Tạm biệt,person_01,person_01\Tạm biệt\05.MOV
133,06.MOV,Tạm biệt,person_01,person_01\Tạm biệt\06.MOV
134,07.MOV,Tạm biệt,person_01,person_01\Tạm biệt\07.MOV
135,08.MOV,Tạm biệt,person_01,person_01\Tạm biệt\08.MOV
136,09.MOV,Tạm biệt,person_01,person_01\Tạm biệt\09.MOV
137,10.MOV,Tạm biệt,person_01,person_01\Tạm biệt\10.MOV
138,7912585073522.mp4,Tạm biệt,person_01,person_01\Tạm biệt\7912585073522.mp4
139,7912585260583.mp4,Tạm biệt,person_01,person_01\Tạm biệt\7912585260583.mp4
140,goodbye_001.MOV,Tạm biệt,person_01,person_01\Tạm biệt\goodbye_001.MOV
141,31.MOV,Uống,person_01,person_01\Uống\31.MOV
142,32.MOV,Uống,person_01,person_01\Uống\32.MOV
143,33.MOV,Uống,person_01,person_01\Uống\33.MOV
144,34.MOV,Uống,person_01,person_01\Uống\34.MOV
145,35.MOV,Uống,person_01,person_01\Uống\35.MOV
146,36.MOV,Uống,person_01,person_01\Uống\36.MOV
147,37.MOV,Uống,person_01,person_01\Uống\37.MOV
148,38.MOV,Uống,person_01,person_01\Uống\38.MOV
149,39.MOV,Uống,person_01,person_01\Uống\39.MOV
150,40.MOV,Uống,person_01,person_01\Uống\40.MOV
151,7912585401111.mp4,Uống,person_01,person_01\Uống\7912585401111.mp4
152,7912585513514.mp4,Uống,person_01,person_01\Uống\7912585513514.mp4
153,drink_001.MOV,Uống,person_01,person_01\Uống\drink_001.MOV
154,11.MOV,Xin chào,person_01,person_01\Xin chào\11.MOV
155,12.MOV,Xin chào,person_01,person_01\Xin chào\12.MOV
156,13.MOV,Xin chào,person_01,person_01\Xin chào\13.MOV
157,14.MOV,Xin chào,person_01,person_01\Xin chào\14.MOV
158,15.MOV,Xin chào,person_01,person_01\Xin chào\15.MOV
159,16.MOV,Xin chào,person_01,person_01\Xin chào\16.MOV
160,17.MOV,Xin chào,person_01,person_01\Xin chào\17.MOV
161,18.MOV,Xin chào,person_01,person_01\Xin chào\18.MOV
162,19.MOV,Xin chào,person_01,person_01\Xin chào\19.MOV
163,20.MOV,Xin chào,person_01,person_01\Xin chào\20.MOV
164,7912584984887.mp4,Xin chào,person_01,person_01\Xin chào\7912584984887.mp4
165,7912585282669.mp4,Xin chào,person_01,person_01\Xin chào\7912585282669.mp4
166,hello_001.MOV,Xin chào,person_01,person_01\Xin chào\hello_001.MOV
167,21.MOV,Xin lỗi,person_01,person_01\Xin lỗi\21.MOV
168,22.MOV,Xin lỗi,person_01,person_01\Xin lỗi\22.MOV
169,23.MOV,Xin lỗi,person_01,person_01\Xin lỗi\23.MOV
170,24.MOV,Xin lỗi,person_01,person_01\Xin lỗi\24.MOV
171,25.MOV,Xin lỗi,person_01,person_01\Xin lỗi\25.MOV
172,26.MOV,Xin lỗi,person_01,person_01\Xin lỗi\26.MOV
173,27.MOV,Xin lỗi,person_01,person_01\Xin lỗi\27.MOV
174,28.MOV,Xin lỗi,person_01,person_01\Xin lỗi\28.MOV
175,29.MOV,Xin lỗi,person_01,person_01\Xin lỗi\29.MOV
176,30.MOV,Xin lỗi,person_01,person_01\Xin lỗi\30.MOV
177,7912585102713.mp4,Xin lỗi,person_01,person_01\Xin lỗi\7912585102713.mp4
178,7912585116783.mp4,Xin lỗi,person_01,person_01\Xin lỗi\7912585116783.mp4
179,sorry_001.MOV,Xin lỗi,person_01,person_01\Xin lỗi\sorry_001.MOV
180,61.MOV,Ăn,person_01,person_01\Ăn\61.MOV
181,62.MOV,Ăn,person_01,person_01\Ăn\62.MOV
182,63.MOV,Ăn,person_01,person_01\Ăn\63.MOV
183,64.MOV,Ăn,person_01,person_01\Ăn\64.MOV
184,65.MOV,Ăn,person_01,person_01\Ăn\65.MOV
185,66.MOV,Ăn,person_01,person_01\Ăn\66.MOV
186,67.MOV,Ăn,person_01,person_01\Ăn\67.MOV
187,68.MOV,Ăn,person_01,person_01\Ăn\68.MOV
188,69.MOV,Ăn,person_01,person_01\Ăn\69.MOV
189,70.MOV,Ăn,person_01,person_01\Ăn\70.MOV
190,7912585060438.mp4,Ăn,person_01,person_01\Ăn\7912585060438.mp4
191,7912585153724.mp4,Ăn,person_01,person_01\Ăn\7912585153724.mp4
192,eat_001.MOV,Ăn,person_01,person_01\Ăn\eat_001.MOV
193,eat_002.MOV,Ăn,person_01,person_01\Ăn\eat_002.MOV
194,eat_003.MOV,Ăn,person_01,person_01\Ăn\eat_003.MOV
195,eat_004.MOV,Ăn,person_01,person_01\Ăn\eat_004.MOV
196,eat_005.MOV,Ăn,person_01,person_01\Ăn\eat_005.MOV
197,IMG_8016.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8016.MOV
198,IMG_8017.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8017.MOV
199,IMG_8018.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8018.MOV
200,IMG_8019.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8019.MOV
201,IMG_8020.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8020.MOV
202,IMG_8021.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8021.MOV
203,IMG_8022.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8022.MOV
204,IMG_8023.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8023.MOV
205,IMG_8024.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8024.MOV
206,IMG_8025.MOV,Bạn bè,person_02,person_02\Bạn bè\IMG_8025.MOV
207,friend_001.mp4,Bạn bè,person_02,person_02\Bạn bè\friend_001.mp4
208,friend_002.mp4,Bạn bè,person_02,person_02\Bạn bè\friend_002.mp4
209,friend_003.MOV,Bạn bè,person_02,person_02\Bạn bè\friend_003.MOV
210,friend_004.MOV,Bạn bè,person_02,person_02\Bạn bè\friend_004.MOV
211,friend_005.MOV,Bạn bè,person_02,person_02\Bạn bè\friend_005.MOV
212,IMG_8026.MOV,Bố,person_02,person_02\Bố\IMG_8026.MOV
213,IMG_8027.MOV,Bố,person_02,person_02\Bố\IMG_8027.MOV
214,IMG_8028.MOV,Bố,person_02,person_02\Bố\IMG_8028.MOV
215,IMG_8029.MOV,Bố,person_02,person_02\Bố\IMG_8029.MOV
216,IMG_8030.MOV,Bố,person_02,person_02\Bố\IMG_8030.MOV
217,IMG_8031.MOV,Bố,person_02,person_02\Bố\IMG_8031.MOV
218,IMG_8032.MOV,Bố,person_02,person_02\Bố\IMG_8032.MOV
219,IMG_8033.MOV,Bố,person_02,person_02\Bố\IMG_8033.MOV
220,IMG_8034.MOV,Bố,person_02,person_02\Bố\IMG_8034.MOV
221,IMG_8035.MOV,Bố,person_02,person_02\Bố\IMG_8035.MOV
222,dad_001.mp4,Bố,person_02,person_02\Bố\dad_001.mp4
223,dad_002.mp4,Bố,person_02,person_02\Bố\dad_002.mp4
224,dad_003.mp4,Bố,person_02,person_02\Bố\dad_003.mp4
225,dad_004.MOV,Bố,person_02,person_02\Bố\dad_004.MOV
226,dad_005.mov,Bố,person_02,person_02\Bố\dad_005.mov
227,IMG_7941.MOV,Có,person_02,person_02\Có\IMG_7941.MOV
228,IMG_7942.MOV,Có,person_02,person_02\Có\IMG_7942.MOV
229,IMG_7943.MOV,Có,person_02,person_02\Có\IMG_7943.MOV
230,IMG_7944.MOV,Có,person_02,person_02\Có\IMG_7944.MOV
231,IMG_7945.MOV,Có,person_02,person_02\Có\IMG_7945.MOV
232,IMG_7946.MOV,Có,person_02,person_02\Có\IMG_7946.MOV
233,IMG_7947.MOV,Có,person_02,person_02\Có\IMG_7947.MOV
234,IMG_7948.MOV,Có,person_02,person_02\Có\IMG_7948.MOV
235,IMG_7949.MOV,Có,person_02,person_02\Có\IMG_7949.MOV
236,a.mov,Có,person_02,person_02\Có\a.mov
237,yes_001.mp4,Có,person_02,person_02\Có\yes_001.mp4
238,yes_002.mp4,Có,person_02,person_02\Có\yes_002.mp4
239,yes_003.mp4,Có,person_02,person_02\Có\yes_003.mp4
240,yes_004.mp4,Có,person_02,person_02\Có\yes_004.mp4
241,yes_005.mp4,Có,person_02,person_02\Có\yes_005.mp4
242,IMG_7921.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7921.MOV
243,IMG_7922.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7922.MOV
244,IMG_7923.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7923.MOV
245,IMG_7924.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7924.MOV
246,IMG_7925.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7925.MOV
247,IMG_7926.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7926.MOV
248,IMG_7927.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7927.MOV
249,IMG_7928.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7928.MOV
250,IMG_7929.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7929.MOV
251,IMG_7930.MOV,Cảm ơn,person_02,person_02\Cảm ơn\IMG_7930.MOV
252,thanks_001.mp4,Cảm ơn,person_02,person_02\Cảm ơn\thanks_001.mp4
253,thanks_002.mp4,Cảm ơn,person_02,person_02\Cảm ơn\thanks_002.mp4
254,thanks_003.mp4,Cảm ơn,person_02,person_02\Cảm ơn\thanks_003.mp4
255,thanks_004.MOV,Cảm ơn,person_02,person_02\Cảm ơn\thanks_004.MOV
256,thanks_005.MOV,Cảm ơn,person_02,person_02\Cảm ơn\thanks_005.MOV
257,IMG_8036.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8036.MOV
258,IMG_8037.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8037.MOV
259,IMG_8038.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8038.MOV
260,IMG_8039.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8039.MOV
261,IMG_8040.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8040.MOV
262,IMG_8041.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8041.MOV
263,IMG_8042.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8042.MOV
264,IMG_8043.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8043.MOV
265,IMG_8044.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8044.MOV
266,IMG_8045.MOV,Hiểu,person_02,person_02\Hiểu\IMG_8045.MOV
267,understand_001.MOV,Hiểu,person_02,person_02\Hiểu\understand_001.MOV
268,understand_002.MOV,Hiểu,person_02,person_02\Hiểu\understand_002.MOV
269,understand_003.MOV,Hiểu,person_02,person_02\Hiểu\understand_003.MOV
270,understand_004.MOV,Hiểu,person_02,person_02\Hiểu\understand_004.MOV
271,understand_005.MOV,Hiểu,person_02,person_02\Hiểu\understand_005.MOV
272,IMG_7991.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7991.MOV
273,IMG_7992.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7992.MOV
274,IMG_7993.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7993.MOV
275,IMG_7994.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7994.MOV
276,IMG_7995.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7995.MOV
277,IMG_7996.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7996.MOV
278,IMG_7997.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7997.MOV
279,IMG_7998.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7998.MOV
280,IMG_7999.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_7999.MOV
281,IMG_8001.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\IMG_8001.MOV
282,happy_001.mp4,Hạnh phúc,person_02,person_02\Hạnh phúc\happy_001.mp4
283,happy_002.mp4,Hạnh phúc,person_02,person_02\Hạnh phúc\happy_002.mp4
284,happy_003.mp4,Hạnh phúc,person_02,person_02\Hạnh phúc\happy_003.mp4
285,happy_004.MOV,Hạnh phúc,person_02,person_02\Hạnh phúc\happy_004.MOV
286,IMG_8046.MOV,Học,person_02,person_02\Học\IMG_8046.MOV
287,IMG_8047.MOV,Học,person_02,person_02\Học\IMG_8047.MOV
288,IMG_8048.MOV,Học,person_02,person_02\Học\IMG_8048.MOV
289,IMG_8049.MOV,Học,person_02,person_02\Học\IMG_8049.MOV
290,IMG_8050.MOV,Học,person_02,person_02\Học\IMG_8050.MOV
291,IMG_8051.MOV,Học,person_02,person_02\Học\IMG_8051.MOV
292,IMG_8052.MOV,Học,person_02,person_02\Học\IMG_8052.MOV
293,IMG_8053.MOV,Học,person_02,person_02\Học\IMG_8053.MOV
294,IMG_8054.MOV,Học,person_02,person_02\Học\IMG_8054.MOV
295,IMG_8055.MOV,Học,person_02,person_02\Học\IMG_8055.MOV
296,learn_001.MOV,Học,person_02,person_02\Học\learn_001.MOV
297,learn_002.MOV,Học,person_02,person_02\Học\learn_002.MOV
298,learn_003.MOV,Học,person_02,person_02\Học\learn_003.MOV
299,learn_004.MOV,Học,person_02,person_02\Học\learn_004.MOV
300,learn_005.MOV,Học,person_02,person_02\Học\learn_005.MOV
301,IMG_7950.MOV,Không,person_02,person_02\Không\IMG_7950.MOV
302,IMG_7953.MOV,Không,person_02,person_02\Không\IMG_7953.MOV
303,IMG_7958.MOV,Không,person_02,person_02\Không\IMG_7958.MOV
304,IMG_7959.MOV,Không,person_02,person_02\Không\IMG_7959.MOV
305,no_001.mp4,Không,person_02,person_02\Không\no_001.mp4
306,no_002.mp4,Không,person_02,person_02\Không\no_002.mp4
307,no_003.mp4,Không,person_02,person_02\Không\no_003.mp4
308,no_004.mp4,Không,person_02,person_02\Không\no_004.mp4
309,no_005.mp4,Không,person_02,person_02\Không\no_005.mp4
310,IMG_8056.MOV,Thích,person_02,person_02\Thích\IMG_8056.MOV
311,IMG_8057.MOV,Thích,person_02,person_02\Thích\IMG_8057.MOV
312,IMG_8058.MOV,Thích,person_02,person_02\Thích\IMG_8058.MOV
313,IMG_8059.MOV,Thích,person_02,person_02\Thích\IMG_8059.MOV
314,IMG_8060.MOV,Thích,person_02,person_02\Thích\IMG_8060.MOV
315,IMG_8061.MOV,Thích,person_02,person_02\Thích\IMG_8061.MOV
316,IMG_8062.MOV,Thích,person_02,person_02\Thích\IMG_8062.MOV
317,IMG_8063.MOV,Thích,person_02,person_02\Thích\IMG_8063.MOV
318,IMG_8064.MOV,Thích,person_02,person_02\Thích\IMG_8064.MOV
319,IMG_8065.MOV,Thích,person_02,person_02\Thích\IMG_8065.MOV
320,like_001.MOV,Thích,person_02,person_02\Thích\like_001.MOV
321,like_002.MOV,Thích,person_02,person_02\Thích\like_002.MOV
322,like_003.MOV,Thích,person_02,person_02\Thích\like_003.MOV
323,like_004.MOV,Thích,person_02,person_02\Thích\like_004.MOV
324,like_005.mov,Thích,person_02,person_02\Thích\like_005.mov
325,IMG_7981.MOV,Tôi,person_02,person_02\Tôi\IMG_7981.MOV
326,IMG_7982.MOV,Tôi,person_02,person_02\Tôi\IMG_7982.MOV
327,IMG_7983.MOV,Tôi,person_02,person_02\Tôi\IMG_7983.MOV
328,IMG_7984.MOV,Tôi,person_02,person_02\Tôi\IMG_7984.MOV
329,IMG_7985.MOV,Tôi,person_02,person_02\Tôi\IMG_7985.MOV
330,IMG_7986.MOV,Tôi,person_02,person_02\Tôi\IMG_7986.MOV
331,IMG_7987.MOV,Tôi,person_02,person_02\Tôi\IMG_7987.MOV
332,IMG_7988.MOV,Tôi,person_02,person_02\Tôi\IMG_7988.MOV
333,IMG_7989.MOV,Tôi,person_02,person_02\Tôi\IMG_7989.MOV
334,IMG_7990.MOV,Tôi,person_02,person_02\Tôi\IMG_7990.MOV
335,me_001.MOV,Tôi,person_02,person_02\Tôi\me_001.MOV
336,me_002.MOV,Tôi,person_02,person_02\Tôi\me_002.MOV
337,me_003.MOV,Tôi,person_02,person_02\Tôi\me_003.MOV
338,me_004.MOV,Tôi,person_02,person_02\Tôi\me_004.MOV
339,me_005.MOV,Tôi,person_02,person_02\Tôi\me_005.MOV
340,IMG_7910.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7910.MOV
341,IMG_7911.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7911.MOV
342,IMG_7912.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7912.MOV
343,IMG_7914.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7914.MOV
344,IMG_7915.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7915.MOV
345,IMG_7916.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7916.MOV
346,IMG_7917.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7917.MOV
347,IMG_7918.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7918.MOV
348,IMG_7919.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7919.MOV
349,IMG_7920.MOV,Tạm biệt,person_02,person_02\Tạm biệt\IMG_7920.MOV
350,goodbye_001.MOV,Tạm biệt,person_02,person_02\Tạm biệt\goodbye_001.MOV
351,goodbye_002.MOV,Tạm biệt,person_02,person_02\Tạm biệt\goodbye_002.MOV
352,goodbye_003.MOV,Tạm biệt,person_02,person_02\Tạm biệt\goodbye_003.MOV
353,goodbye_004.MOV,Tạm biệt,person_02,person_02\Tạm biệt\goodbye_004.MOV
354,goodbye_005.MOV,Tạm biệt,person_02,person_02\Tạm biệt\goodbye_005.MOV
355,IMG_7971.MOV,Uống,person_02,person_02\Uống\IMG_7971.MOV
356,IMG_7972.MOV,Uống,person_02,person_02\Uống\IMG_7972.MOV
357,IMG_7973.MOV,Uống,person_02,person_02\Uống\IMG_7973.MOV
358,IMG_7974.MOV,Uống,person_02,person_02\Uống\IMG_7974.MOV
359,IMG_7975.MOV,Uống,person_02,person_02\Uống\IMG_7975.MOV
360,IMG_7976.MOV,Uống,person_02,person_02\Uống\IMG_7976.MOV
361,IMG_7977.MOV,Uống,person_02,person_02\Uống\IMG_7977.MOV
362,IMG_7978.MOV,Uống,person_02,person_02\Uống\IMG_7978.MOV
363,IMG_7979.MOV,Uống,person_02,person_02\Uống\IMG_7979.MOV
364,IMG_7980.MOV,Uống,person_02,person_02\Uống\IMG_7980.MOV
365,drink_001.MOV,Uống,person_02,person_02\Uống\drink_001.MOV
366,drink_002.MOV,Uống,person_02,person_02\Uống\drink_002.MOV
367,drink_003.mp4,Uống,person_02,person_02\Uống\drink_003.mp4
